,id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
858808,bK15U51R,3732123,       (2015 UR51),2015 UR51,,,Y,Y,20.3,,,,21,2459000.5,59000,20200531.0,J2000,0.4227680636875659,1.7634822042659921,1.0179382474209782,19.351110716568122,221.82852258940568,176.86055924799,349.5926421823391,2.509026161111005,0.4208694977953309,2459025.228230181,20200624.7282302,855.3720378545185,2.34188100713078,0.027139799999999995,10.561995966,1.1515999999999998e-07,5.2088e-07,2.87e-07,4.2836e-05,5.8379e-05,9.3055e-05,0.00033662,7.410899999999999e-07,1.8647000000000003e-07,0.00081074,0.00037897,AMO,0.54648
858823,bK15U52K,3732675,       (2015 UK52),2015 UK52,,,Y,Y,20.1,,,,JPL 77,2459000.5,59000,20200531.0,J2000,0.3690165597189479,1.555145289795028,0.9812709250917409,20.955833780955622,239.1410612612455,216.7712906250579,96.7115944306113,2.129019654498316,0.5082151647506881,2458810.20344622,20191122.703446202,708.3613889731192,1.9393877863740399,0.04529,17.6255093,4.3072e-08,1.8471999999999998e-08,6.0449e-08,9.621e-06,9.3846e-06,1.656e-05,1.5401e-05,2.5289000000000002e-08,9.055100000000001e-09,2.7423e-05,1.2620999999999998e-05,APO,0.35193
859529,bK15V01E,3733140,       (2015 VE1),2015 VE1,,,Y,Y,21.0,,,,42,2459000.5,59000,20200531.0,J2000,0.5669343256020676,2.2450064054106815,0.9722352129868552,1.8989100496701767,98.27898297808694,273.4751590272853,136.1839304071213,3.5177775978345096,0.2930067985007244,2458535.7192129884,20190221.219213,1228.640433744441,3.3638341786295403,0.030098000000000003,11.71323866,8.27e-06,4.548e-05,1.1306e-06,2.8247e-05,0.00015393,0.00013549,0.015034,7.1264e-05,8.9037e-06,0.037187,0.037335,APO,0.24986999999999998
862343,bK15W02A,3735470,       (2015 WA2),2015 WA2,,,Y,Y,21.1,,,,17,2459000.5,59000,20200531.0,J2000,0.6294180572962697,1.599801966001245,0.5928577205019887,14.59906197751347,31.69595986464887,273.30229132046156,121.1243819769562,2.606746211500502,0.4870849766428367,2458751.8280273764,20190925.328027397,739.0907485614695,2.0235201877110702,0.00102261,0.3979691337,5.0292e-07,2.2936e-08,7.9899e-07,2.7939e-05,3.4834e-05,8.4545e-05,1.1779e-05,3.7372e-08,1.0475000000000001e-08,1.9520999999999998e-05,1.5894e-05,APO,0.35899000000000003
862429,bK15W09G,3735539,       (2015 WG9),2015 WG9,,,Y,Y,20.3,,,,29,2459000.5,59000,20200531.0,J2000,0.6916112886867134,2.0324909892435734,0.6267972769286927,34.368784575871,239.42169350855858,89.97372192540087,218.2195977825789,3.4381847015584532,0.3401426810576999,2459417.326261781,20210721.8262618,1058.379380325198,2.89768481950773,0.0298642,11.622250714000002,5.7205e-08,1.3299e-07,1.4169e-07,1.5633e-05,9.9033e-06,1.1443e-05,5.6628999999999996e-05,2.2496e-07,3.3384e-08,0.00020723,0.00010388,APO,0.35255
864419,bK15XC9P,3736234,       (2015 XP129),2015 XP129,,,Y,Y,18.8,,,,19,2459000.5,59000,20200531.0,J2000,0.3944244735440672,1.586431852793488,0.9607043044418776,20.0457366062525,269.4991023392027,16.86600605384634,192.4564320508265,2.212159401145099,0.4932555064070149,2459340.168925685,20210505.6689257,729.8448680731855,1.9982063465384998,0.0421652,16.409430884000002,3.3696e-06,4.0232e-08,5.349099999999999e-06,0.00011556,0.00011945,9.913399999999999e-05,0.00032809,5.6101e-08,1.8764000000000002e-08,0.00066418,2.7763e-05,APO,0.57257
864431,bK15XD0D,3736248,       (2015 XD130),2015 XD130,,,Y,Y,19.5,,,,55,2459000.5,59000,20200531.0,J2000,0.4634984693783145,1.482403152995749,0.7953115605806319,32.97557440994279,253.59703006273492,297.842632770059,114.8685531726242,2.1694947454108657,0.546077872379816,2458790.148035596,20191102.6480356,659.2466353399641,1.80491891947971,0.049391500000000005,19.221690055,1.6015000000000001e-07,1.8657999999999997e-08,2.3695000000000001e-07,5.2042e-05,1.4269e-05,2.6984e-05,2.8691e-05,2.7307e-08,1.031e-08,5.0523000000000004e-05,1.2447000000000001e-05,APO,0.3063
865928,bK15XQ1K,3736502,       (2015 XK261),2015 XK261,,,Y,Y,21.4,,,,18,2459000.5,59000,20200531.0,J2000,0.5787491707404807,2.2507685466672815,0.9481381167548356,8.060698965065576,208.88181949490058,318.4093612614706,97.13035345226999,3.5533989765797287,0.2918823389053252,2458667.7277130005,20190703.227713,1233.37369897111,3.3767931525560804,0.020605900000000003,8.019198102999999,0.00012676,0.00071961,1.8008e-05,0.0010103999999999998,0.0047519,0.0057006999999999995,0.21711999999999998,0.0011361,0.00013998,0.58428,0.59149,APO,0.3627
866770,bK15XZ1K,3736659,       (2015 XK351),2015 XK351,,,Y,Y,20.3,,,,JPL 32,2459000.5,59000,20200531.0,J2000,0.5754781471984161,1.605751252871064,0.6816764970072889,11.84220607621555,136.123392862112,67.48631660793764,34.3349089813096,2.529826008734839,0.4843805205454744,2458929.615834504,20200321.1158345,743.2173358139877,2.03481816786855,0.0433202,16.858922234,8.5864e-08,1.2980000000000001e-08,1.3807e-07,1.4585999999999999e-05,4.1472e-05,4.2003000000000004e-05,9.9941e-06,2.0449e-08,5.8731e-09,1.9960999999999997e-05,9.0115e-06,APO,0.49825
866788,bK15XZ2E,3736679,       (2015 XE352),2015 XE352,,,Y,Y,20.9,,,,JPL 39,2459000.5,59000,20200531.0,J2000,0.3890826195905817,1.33543110217095,0.8158380706555389,2.04803997423149,45.25384459583807,225.52376375727601,103.37187801693008,1.8550241336863607,0.6386631281319949,2458838.6433443334,20191221.143344298,563.6774445597828,1.5432647352766102,0.0149378,5.813343626,4.3259e-08,3.5862e-08,7.0762e-08,4.9189e-06,0.00011305,0.00011124,1.7077e-05,4.9816e-08,2.5727000000000003e-08,2.1676e-05,2.2706e-05,APO,0.45591000000000004
867081,bK15Xb7W,3736776,       (2015 XW377),2015 XW377,,,Y,Y,21.2,,,,JPL 16,2459000.5,59000,20200531.0,J2000,0.5948060892269813,2.5198211084104303,1.0210161693652249,12.74049902733366,143.4878172773659,9.310477630378172,21.3399552066953,4.018626047455634,0.2464049961349289,2458913.894794986,20200305.394795,1461.0093368515452,4.00002556290635,0.0372321,14.489616357000001,3.1587000000000004e-08,1.3201e-08,7.9698e-08,4.8931e-06,3.172e-05,3.0325e-05,5.2522e-06,2.1053000000000003e-08,1.9363e-09,2.0892e-05,1.1480999999999999e-05,AMO,0.6271
867102,bK15Xb8U,3736806,       (2015 XU378),2015 XU378,,,Y,Y,21.4,,,,19,2459000.5,59000,20200531.0,J2000,0.4855369518842403,1.9752589049263682,1.016197717046217,23.75320602999789,89.70520926689741,3.1614092369328666,216.41233839360768,2.93432009280652,0.355032435212192,2459404.9353342545,20210709.435334302,1013.9918618557739,2.77615841712738,0.033231800000000006,12.932819605999999,2.0424e-06,8.1061e-06,1.4473e-07,4.244e-05,5.1177999999999995e-06,8.1612e-05,0.0035031999999999997,1.2042000000000001e-05,2.1855e-06,0.012357,0.0062419,APO,0.24172
868513,bK15Y07U,3739011,       (2015 YU7),2015 YU7,,,Y,Y,21.3,,,,37,2459000.5,59000,20200531.0,J2000,0.4126621947470088,0.8192373264027537,0.4811690532707217,7.191235308571573,254.0792856866291,44.21576693836897,105.7241307056349,1.1573055995347858,1.3291973799219299,2458920.960172204,20200312.4601722,270.84013664031187,0.741519881287644,0.00577115,2.2459584455,6.8663e-07,9.4335e-09,5.676e-07,2.2227e-05,3.2225e-05,2.3573000000000003e-05,8.859200000000001e-05,1.3326e-08,2.2958e-08,6.775e-05,4.6781e-06,ATE,0.48078000000000004
868540,bK15Y09Y,3739061,       (2015 YY9),2015 YY9,,,Y,Y,22.0,,,,JPL 12,2457390.5,57390,20160103.0,J2000,0.5642126153553904,1.8639291966744649,0.8122768297814932,8.285423196608551,78.11915734609363,300.093525019201,23.093068920316764,2.915581563567436,0.3873111119834949,2457330.875919498,20151104.375919502,929.4853384308304,2.5447921654506,0.00197777,0.7696887509,0.00077661,0.0031203000000000003,8.921e-05,0.007528699999999999,0.0061857,0.011559,0.065877,0.0048808,0.00097257,0.020372,2.334,APO,0.46747
869028,bK16A08L,3739217,       (2016 AL8),2016 AL8,,,Y,Y,20.8,,,,24,2459000.5,59000,20200531.0,J2000,0.4325154186681175,1.7793903196205092,1.009776570555849,7.914244211819099,144.9729222976031,23.91575821254363,288.01531440148113,2.5490040686851687,0.4152381414812215,2459173.857595094,20201120.3575951,866.9723805135576,2.37364101441084,0.0375665,14.619754805,7.9213e-08,1.378e-07,1.3447e-07,9.877899999999999e-06,3.4694000000000004e-05,3.7888e-05,8.505100000000001e-05,1.9739e-07,4.8234e-08,0.00022494,0.00010071,APO,0.46253
869041,bK16A08Z,3739246,       (2016 AZ8),2016 AZ8,,,Y,Y,21.1,,,,54,2459000.5,59000,20200531.0,J2000,0.3549044321705718,1.3205540145072021,0.8518835418379546,5.58613962074053,90.01501425181877,318.5237430224195,359.37964257948965,1.78922448717645,0.6494860375385817,2459001.455151281,20200531.9551513,554.2844329099448,1.5175480709375602,0.029481599999999997,11.473354272,3.01e-08,6.519e-09,3.8125e-08,3.4574e-06,1.329e-05,1.5190999999999999e-05,2.8998e-06,8.8327e-09,4.8093999999999995e-09,4.4686e-06,4.1044e-06,APO,0.34826
869064,bK16A10A,3739316,       (2016 AA10),2016 AA10,,,Y,Y,20.3,,,,23,2459000.5,59000,20200531.0,J2000,0.5090898015880686,1.879575822232861,0.9227029398226028,12.65867308909091,59.75149383137832,342.47656283455416,270.23981112558533,2.8364487046431184,0.3824849040771973,2459235.1764223045,20210120.6764223,941.2136169623593,2.57690244205985,0.042981,16.72691577,3.1579000000000003e-06,1.0901e-05,5.9553e-07,4.5533e-05,9.278e-05,0.00011132,0.0055185,1.6451e-05,3.3275999999999997e-06,0.01647,0.008188500000000001,APO,0.60129
869720,bK16A65C,3739393,       (2016 AC65),2016 AC65,,,Y,Y,21.8,,,,10,2459000.5,59000,20200531.0,J2000,0.7289531499479452,1.629117833725,0.4415672571947883,10.58039866530993,282.2294031236691,59.15020126633755,81.46892077692371,2.816668410255212,0.4739967098264951,2458828.6234466652,20191211.1234467,759.4989427917693,2.07939477834844,0.039968000000000004,15.55434656,2.1846000000000002e-06,3.9545e-07,3.4657e-06,4.5403999999999994e-05,4.3653000000000004e-05,0.00031411,0.00020282,6.8372e-07,1.7259e-07,0.00036619,0.00027654,APO,0.49221000000000004
871269,bK16AJ3H,3740497,       (2016 AH193),2016 AH193,,,Y,Y,20.7,,,,18,2459000.5,59000,20200531.0,J2000,0.7661529382591601,1.4325567984111809,0.3349991980853196,17.853755500850077,125.58541808927478,242.3843100236141,227.63091291582268,2.5301143987370427,0.5748258615118029,2459230.7768472107,20210116.2768472,626.2766241122017,1.71465194828803,0.019214500000000002,7.477706965,1.0769999999999999e-07,1.6385000000000003e-07,1.8909000000000003e-07,9.9917e-06,1.7244e-05,1.9891e-05,0.0001607,2.8938e-07,9.8619e-08,0.00031902,0.00010745,APO,0.59739
871270,bK16AJ3J,3740498,       (2016 AJ193),2016 AJ193,,,Y,Y,18.7,,,,JPL 27,2459000.5,59000,20200531.0,J2000,0.816566044409322,3.2621283258712865,0.5983851024589661,22.56280473516183,331.3330520961439,82.0168787742136,277.9125091634012,5.925871549283606,0.1672832709731668,2459491.209503461,20211003.7095035,2152.0382636333443,5.891959654026951,0.0161561,6.287469437,1.7111e-07,3.1048e-08,5.6021e-07,1.8898e-05,1.281e-05,4.1536000000000003e-05,9.5184e-06,5.6399999999999995e-08,2.3881999999999997e-09,6.3524e-05,3.0724e-05,APO,0.55301
873623,bK16B01E,3740808,       (2016 BE1),2016 BE1,,,Y,Y,20.3,,,,23,2459000.5,59000,20200531.0,J2000,0.6077783072706001,2.345377641409141,0.9199079886031803,7.519443780172316,57.7483393667832,17.44666689263775,89.2164232802301,3.770847294215101,0.2744005028308334,2458675.3678578944,20190710.8678579,1311.9509486538302,3.5919259374506,0.0350389,13.636088713,4.4706e-06,2.473e-05,7.9139e-07,3.0885e-05,0.00018073,0.00016437,0.007080899999999999,3.976e-05,4.34e-06,0.020663,0.02075,APO,0.61435
873749,bK16B14C,3740897,       (2016 BC14),2016 BC14,,,Y,Y,20.9,,,,JPL 49,2459000.5,59000,20200531.0,J2000,0.1821508163592543,0.8699652866801985,0.7115003995071876,8.378538007560978,4.080361466035163,337.0269857606287,271.775922960135,1.0284301738532091,1.21465009438472,2459073.1333266245,20200811.6333266,296.38165070275465,0.811448735668049,0.0106602,4.148630034,6.7286e-08,1.697e-08,5.6074e-08,1.2695e-05,1.2003e-05,2.586e-05,5.1958999999999995e-05,2.0062e-08,3.5541e-08,4.4407e-05,8.6723e-06,ATE,0.30864
873757,bK16B14P,3740915,       (2016 BP14),2016 BP14,,,Y,Y,21.2,,,,13,2459000.5,59000,20200531.0,J2000,0.7537373792287041,2.8904909334731204,0.71181987259276,1.981008195470281,165.0837720034624,228.24012238846169,329.4668150006963,5.069161994353481,0.2005610786615523,2459152.738835187,20201030.2388352,1794.9644188317388,4.91434474697259,0.014049200000000001,5.467527164,0.00014051,0.0017115,1.5703e-05,0.00040692,0.0012795,0.0032781,0.28394,0.0030015000000000003,0.00017813,1.5509,1.5942,APO,0.57043
873763,bK16B14V,3740926,       (2016 BV14),2016 BV14,,,Y,Y,21.7,,,,8,2459000.5,59000,20200531.0,J2000,0.7139925531891408,2.354548480318578,0.6734183992483052,7.716486511295656,137.6220030709834,261.7380924845934,90.27932990385008,4.035678561388852,0.2727989022405047,2458669.5627082353,20190705.0627082,1319.653404186419,3.6130141113933396,0.00705548,2.7457811516,7.2782e-05,0.00042607,4.9646000000000005e-05,0.0013099000000000001,0.0032451999999999997,0.0016369,0.1277,0.00073027,7.4046e-05,0.37828,0.3582,APO,0.5019600000000001
873767,bK16B14Z,3740928,       (2016 BZ14),2016 BZ14,,,Y,Y,18.4,,,,85,2459000.5,59000,20200531.0,J2000,0.6674792577514916,2.852022426800167,0.9483566142689837,31.30990115971584,137.3609693217442,32.22050104132721,314.43177642559573,4.7556882393313495,0.2046325280092332,2459223.1831873585,20210108.6831874,1759.251100019429,4.81656700895121,0.0223064,8.680981688,1.1456999999999999e-06,9.7292e-06,6.184199999999999e-08,2.7989000000000003e-05,2.1297e-05,1.6084e-05,0.0016067,1.6223e-05,1.0470999999999999e-06,0.008991299999999999,0.0090021,APO,0.37585
873771,bK16B15D,3740934,       (2016 BD15),2016 BD15,,,Y,Y,21.2,,,,14,2459000.5,59000,20200531.0,J2000,0.3109554727970472,1.46682975861569,1.01071101751257,35.54559405078485,303.26024313517917,203.33000868877602,141.16258421245368,1.92294849971881,0.554797512979113,2458746.060171216,20190919.5601712,648.8853889537052,1.77655137290542,0.045733800000000005,17.798222946,6.8965e-07,5.8301e-07,6.173699999999999e-07,0.00019125,7.9957e-05,0.00017342,0.0005871,7.643e-07,3.3077e-07,0.00090705,0.00038686,APO,0.56895
874081,bK16B39T,3741147,       (2016 BT39),2016 BT39,,,Y,Y,19.7,,,,14,2459000.5,59000,20200531.0,J2000,0.5380883277980465,1.9682615118588171,0.9091629662734514,8.960739277418933,174.9903344966322,203.1604343940234,229.4142831670792,3.027360057444183,0.35692738781847,2459366.3607360763,20210531.860736102,1008.608507742456,2.76141959683082,0.047515499999999995,18.491607135,5.6070000000000005e-08,3.8862999999999995e-08,1.0738e-07,5.1803999999999996e-06,7.1985e-05,7.2291e-05,1.8856e-05,5.9775e-08,1.0570999999999999e-08,6.2989e-05,2.9871999999999998e-05,APO,0.65895
874680,bK16B80R,3741556,       (2016 BR80),2016 BR80,,,Y,Y,21.3,,,,14,2459000.5,59000,20200531.0,J2000,0.4522038308671785,1.702843154183569,0.9328109564958094,12.06679968591875,8.778461134115553,160.4782398125937,328.3985476137855,2.4728753518713282,0.4435495084761152,2459071.7467307085,20200810.2467307,811.6343116619319,2.22213363904704,0.0439839,17.117214363,9.8978e-08,1.512e-07,1.1697000000000001e-07,2.0803e-05,0.00010726,0.00010968,0.00010213,2.1956999999999997e-07,5.9075e-08,0.00023973,0.0001081,APO,0.53388
875728,bK16C29S,3741566,       (2016 CS29),2016 CS29,,,Y,Y,19.0,,,,57,2459000.5,59000,20200531.0,J2000,0.5535108735727561,1.973127258864034,0.8809798661399849,13.986804404674961,174.05260115593862,39.17854780308295,168.160178839624,3.065274651588083,0.3556079235797475,2458527.6191453026,20190213.1191453,1012.350895829427,2.7716656970004796,0.0246031,9.574788427,2.4232e-08,3.6838e-08,4.5228e-08,7.3034e-06,2.9846e-05,2.9629e-05,1.4808e-05,5.7229e-08,9.958799999999999e-09,2.8835e-05,2.8351e-05,APO,0.3372
875736,bK16C30C,3741975,       (2016 CC30),2016 CC30,,,Y,Y,20.0,,,,JPL 35,2459000.5,59000,20200531.0,J2000,0.585798518775159,2.4600238812847204,1.0189455354766142,35.563252658500595,139.022689706798,1.9362577914480692,42.989617419317334,3.901102227092826,0.2554436370777919,2458832.20605496,20191214.706055,1409.31284927785,3.85848829371075,0.0326683,12.713522310999998,1.0294000000000001e-07,5.8527e-07,8.3673e-08,3.7579e-05,9.3128e-06,4.0569000000000004e-05,0.00014546,9.281200000000001e-07,9.115999999999999e-08,0.00050948,0.00050294,AMO,0.35941999999999996
876952,bK16CD6L,3742342,       (2016 CL136),2016 CL136,,,Y,Y,21.4,,,,19,2459000.5,59000,20200531.0,J2000,0.6222404696531513,0.7297404109554482,0.2756663949176465,21.519039897823,316.4401192035647,23.524575683194108,70.05057938438944,1.18381442699325,1.581071384472731,2458956.1942336243,20200416.694233604,227.6937041144766,0.623391387034844,0.0281824,10.967744608,6.4166e-07,7.1238e-08,4.9262e-07,4.3763e-05,8.5398e-06,1.5401e-05,0.00030214,1.1557000000000001e-07,2.3151999999999997e-07,0.00018475,3.3342e-05,ATE,0.42612
876985,bK16CD7W,3743119,       (2016 CW137),2016 CW137,,,Y,Y,19.3,,,,JPL 17,2459000.5,59000,20200531.0,J2000,0.6546588079978757,2.404413324385845,0.8303429635091981,37.692959729016145,133.0347639636652,316.3202318011708,77.47574569312947,3.978483685262491,0.2643567383561099,2458707.4272900894,20190811.9272901,1361.7961934265159,3.7283947800862904,0.0476813,18.556131520999998,7.1185e-07,4.2503e-07,1.8398e-06,1.6198e-05,5.9633e-05,0.00014014,0.00013919,7.0328e-07,7.0096e-08,0.00045427,0.00036109,APO,0.5656399999999999
877639,bK16CJ3U,3743605,       (2016 CU193),2016 CU193,,,Y,Y,19.9,,,,23,2459000.5,59000,20200531.0,J2000,0.3563071099769395,1.472441922354026,0.9478003963911736,49.88883083201072,322.3839597465617,323.1029515691441,38.61238563549004,1.997083448316878,0.5516286487032067,2458930.5029363483,20200322.0029363,652.6129504809152,1.7867568801667801,0.0115341,4.488725697,5.412399999999999e-07,3.0684999999999997e-07,7.1229e-07,8.672299999999999e-05,1.3878e-05,6.8002e-05,0.00022755,4.1619e-07,1.7244e-07,0.00039180000000000004,0.000204,APO,0.65071
877641,bK16CJ3W,3743606,       (2016 CW193),2016 CW193,,,Y,Y,21.6,,,,16,2459000.5,59000,20200531.0,J2000,0.6707369192371614,2.479154626828784,0.8162940901170909,6.507343491716346,184.92245058132733,235.3050363016364,51.3450184280499,4.142015163540477,0.2524925983225469,2458797.1474313736,20191109.6474314,1425.78436909314,3.9035848572022998,0.00405836,1.5793919612,3.3907e-08,3.1919e-08,9.2255e-08,1.1543e-05,7.7415e-05,7.5005e-05,8.7342e-06,5.3328e-08,4.8762e-09,3.0969e-05,2.7535e-05,APO,0.57882
877645,bK16CJ4B,3743613,       (2016 CB194),2016 CB194,,,Y,Y,17.6,,,,JPL 12,2459000.5,59000,20200531.0,J2000,0.6316349562867629,2.5133448760762946,0.9258283951422848,9.867122143423249,48.49939306123193,325.66650056998,83.37577664039388,4.100861357010305,0.2473579912163576,2458663.4347763117,20190628.9347763,1455.380512389096,3.9846146814212102,0.00181576,0.7066393192,4.209e-07,5.4111e-08,1.0454e-06,1.1033e-05,0.00024430000000000003,0.00026777,0.00016465,8.829e-08,7.9883e-09,0.00065756,4.7001000000000006e-05,APO,0.52099
877674,bK16CJ5J,3743739,       (2016 CJ195),2016 CJ195,,,Y,Y,19.0,,,,JPL 18,2459000.5,59000,20200531.0,J2000,0.3434916994773893,1.6027393653872333,1.05221169695106,25.51833156497334,352.39169741683486,356.66827745510835,179.64163465686218,2.153267033823406,0.4857465425323629,2458630.674136248,20190527.1741362,741.1272515151561,2.02909582892582,0.047571800000000004,18.513517406,2.6056e-06,1.0418e-07,4.1159e-06,0.00010598,9.0658e-05,0.00031411,0.00071098,1.3997e-07,4.7363e-08,0.0014606,7.2265e-05,AMO,0.60863
878304,bK16CO7O,3744153,       (2016 CO247),2016 CO247,,,Y,Y,20.5,,,,16,2459000.5,59000,20200531.0,J2000,0.5133305716458578,1.4199764465466618,0.6910591255172103,18.348374342829143,292.2267170367652,90.30391350737837,262.7363837435395,2.148893767576114,0.5824818036522633,2459167.481381472,20201113.981381502,618.0450577901947,1.6921151479539902,0.0169442,6.594174314,3.3861e-06,2.0192e-06,5.5985e-06,6.7732e-05,0.00049396,0.00025693,0.0025104,3.0558e-06,1.2425e-06,0.0046597999999999995,0.0013183,APO,0.61632
878307,bK16CO7R,3744155,       (2016 CR247),2016 CR247,,,Y,Y,21.6,,,,14,2459000.5,59000,20200531.0,J2000,0.09161983398170907,1.1075891091520549,1.0061119788515942,14.1708139485555,359.29395750732317,57.9864400094606,341.07438155637414,1.209066239452515,0.8455437015628094,2459022.882779753,20200622.3827798,425.7615535833522,1.16567160460877,0.0431416,16.789416472,8.2184e-07,8.3313e-06,8.3425e-06,0.00051402,0.0003959,0.0015667,0.016143,9.094600000000001e-06,9.540299999999999e-06,0.019344,0.0048039,APO,0.4579
878510,bK16CQ4L,3744785,       (2016 CL264),2016 CL264,,,Y,Y,19.3,,,,31,2459000.5,59000,20200531.0,J2000,0.5747126389932165,1.647727149411108,0.7007575310322801,34.12037564340308,138.5415618224809,100.31065363890181,311.7603831043727,2.594696767789935,0.4659894962978999,2459104.020824565,20200911.5208246,772.5496022121871,2.11512553651523,0.00912774,3.5522425758,6.299900000000001e-08,7.1337e-08,7.9533e-08,7.1311e-06,1.8038e-06,9.4075e-06,4.3568999999999996e-05,1.1234000000000001e-07,3.0261999999999997e-08,0.00010022,5.0171000000000005e-05,APO,0.3232
879991,bK16D00L,3744790,       (2016 DL),2016 DL,,,Y,Y,21.3,,,,10,2459000.5,59000,20200531.0,J2000,0.4713058243358251,0.7141876044968563,0.3775868268290372,23.85373915141265,290.1369070524682,33.152082105873326,217.0586637518182,1.050788382164675,1.632997844540134,2459088.0330832344,20200826.5330832,220.45344468986667,0.603568637070135,0.0473198,18.415446566,1.6231e-06,4.7914e-08,1.1401e-06,0.00072227,0.00072063,0.00049197,0.00089181,7.0497e-08,1.6434e-07,0.0005518,2.2185e-05,ATE,0.39799
880958,bK16E28F,3745504,       (2016 EF28),2016 EF28,,,Y,Y,21.8,,,,25,2459000.5,59000,20200531.0,J2000,0.6568949879447035,1.871467179126053,0.6421097690551363,5.158566157816272,143.9351132632554,292.08200295587187,256.672633665312,3.1008245891969706,0.3849734253660255,2459268.9012961066,20210223.4012961,935.129482399256,2.56024498945724,0.0237145,9.228971965,4.965899999999999e-05,0.00022594,1.5417e-05,0.00030762,0.00013029,8.8596e-05,0.11095,0.00037437,6.9718e-05,0.3368,0.16935,APO,0.38205
881271,bK16E56J,3745900,       (2016 EJ56),2016 EJ56,,,Y,Y,21.7,,,,11,2459000.5,59000,20200531.0,J2000,0.4547070342820058,1.390544062604792,0.7582538958593154,28.366825040885377,168.6468290045854,95.13230902820908,157.63054530390949,2.022834229350269,0.601072614259193,2458738.251244085,20190911.7512441,598.929299821272,1.63977905495215,0.0389916,15.174360972,7.695600000000001e-07,1.1518000000000001e-06,4.4543999999999994e-07,2.4160999999999998e-05,1.2345e-05,1.9003e-05,0.001076,1.6755e-06,7.468000000000001e-07,0.0014644,0.00074414,APO,0.66862
881273,bK16E56L,3745899,       (2016 EL56),2016 EL56,,,Y,Y,21.1,,,,17,2459000.5,59000,20200531.0,J2000,0.8557904859735627,2.028132824186935,0.2924760489570638,11.3551648960672,334.613130872526,70.21348374669937,183.17285808158297,3.763789599416807,0.3412396462138199,2459518.6904971492,20211031.1904971,1054.97706375661,2.88836978441235,0.0406821,15.832252857,9.9292e-07,6.6553e-07,2.0928e-06,8.274799999999999e-05,0.00016943,0.00021475,0.00026106,1.2351e-06,1.6797000000000001e-07,0.0010198,0.00051928,APO,0.34428000000000003
881688,bK16E85U,3746452,       (2016 EU85),2016 EU85,,,Y,Y,19.2,,,,13,2459000.5,59000,20200531.0,J2000,0.4820507865324021,1.8484102302251517,0.9573826249105791,2.595161035927469,359.39226149309303,23.52624507363658,335.6422956607701,2.739437835539726,0.3921990421209953,2459062.6054661623,20200801.1054662,917.9012729177914,2.5130767225675297,0.00598863,2.3305951371,1.7704e-06,4.3124e-06,5.4729e-06,4.2953e-05,0.00031729,0.00078429,0.0030429000000000003,6.3912e-06,1.3725e-06,0.0079743,0.0032123000000000004,APO,0.6574
882584,bK16EF7H,3747314,       (2016 EH157),2016 EH157,,,Y,Y,21.1,,,,23,2459000.5,59000,20200531.0,J2000,0.6242787409676437,2.435173933245252,0.9149466161616812,10.03378367774491,22.851744498188463,198.30432697945568,27.79060727316629,3.9554012503288214,0.2593636411009044,2458893.350797609,20200213.8507976,1388.012592944527,3.80017137014244,0.0488126,18.996399542,1.9625e-05,0.00012111,2.2872e-06,0.00021153,1.7254e-05,0.00013097,0.028883999999999996,0.00019671,1.9348e-05,0.10337,0.10355,APO,0.43378
882598,bK16EF7Z,3747349,       (2016 EZ157),2016 EZ157,,,Y,Y,18.6,,,,JPL 24,2459000.5,59000,20200531.0,J2000,0.6188046195901336,2.6497243897243465,1.010062696722273,12.35911295630461,267.2085313064695,1.2268651003185478,315.61689880582037,4.28938608272642,0.2285088470034295,2459194.7292465963,20201211.2292466,1575.4313442166072,4.31329594583602,0.00578332,2.2506946443999998,2.5528000000000005e-07,4.0556e-07,8.1634e-07,1.5810999999999998e-05,0.00013702,0.00014819,0.00010728,6.5652e-07,5.2462e-08,0.00050828,0.0003617,APO,0.56591
884370,bK16F03Y,3748270,       (2016 FY3),2016 FY3,,,Y,Y,21.2,,,,38,2459000.5,59000,20200531.0,J2000,0.6893635242023508,2.6246388933473157,0.8153085760708524,22.453119404898672,35.931391126545726,238.3969750071951,337.5952329370627,4.433969210623781,0.2317926889749171,2459097.1586442483,20200904.6586442,1553.111970839411,4.25218883186697,0.0035115000000000003,1.366570455,1.4475e-06,1.1062999999999999e-05,3.6659e-07,3.7177e-05,4.5249000000000005e-06,1.9812999999999998e-05,0.0021365,1.8689e-05,1.4655000000000002e-06,0.009828299999999998,0.0098196,APO,0.35724
884550,bK16F14Z,3748547,       (2016 FZ14),2016 FZ14,,,Y,Y,21.4,,,,3,2459000.5,59000,20200531.0,J2000,0.2782932262972039,1.3300565673582172,0.9599108340703144,10.48741340483949,329.9442094054426,5.042439793612263,129.1869291412821,1.70020230064612,0.6425381314864943,2458799.4427820533,20191111.9427821,560.2780323202762,1.53395765180089,0.0499225,19.428339325,0.0031124000000000004,0.00080924,0.003773,0.13585,0.27821,0.2708,1.102,0.0010344000000000002,0.0005863999999999999,1.5666,0.5113300000000001,APO,0.30085
