,id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
1565,a0001566,2001566,  1566 Icarus (1949 MA),1566,Icarus,,Y,Y,16.9,1.0,0.51,,107,2459000.5,59000,20200531.0,J2000,0.8270213269059251,1.078168924000127,0.1865002298448085,22.822113327141782,87.99754359357092,31.39334350716884,192.08318129386032,1.969837618155446,0.8803874820999982,2459191.230584112,20201207.7305841,408.9108572299187,1.1195369123338001,0.034244699999999996,13.327009899,3.6371e-08,2.8179e-09,3.9169e-08,1.2622e-05,3.9760000000000006e-06,6.8347e-06,6.4678999999999995e-06,5.148399999999999e-09,3.4515e-09,8.0542e-06,1.6031e-06,APO,0.33228
1619,a0001620,2001620,  1620 Geographos (1951 RA),1620,Geographos,,Y,Y,15.3,2.56,0.29,0.15,JPL 609,2459000.5,59000,20200531.0,J2000,0.3354548020109591,1.245666863784177,0.8278019326218434,13.337043484675801,337.18697521555333,276.956067645158,235.1126416339228,1.6635317949465098,0.7089264923814854,2459176.664044803,20201123.1640448,507.81005346641473,1.3903081545966203,0.030353500000000002,11.812671595,1.1323000000000002e-08,1.5884e-10,1.4171e-08,2.5705e-06,2.6329000000000002e-06,3.4911000000000003e-06,3.0666000000000004e-06,2.1212000000000001e-10,1.3559e-10,4.3566e-06,9.7128e-08,APO,0.40639000000000003
1861,a0001862,2001862,  1862 Apollo (1932 HA),1862,Apollo,,Y,Y,16.25,1.5,0.25,,JPL 308,2459000.5,59000,20200531.0,J2000,0.5599167398990702,1.470345437077941,0.6470744134237867,6.3547316097780895,35.62713125014458,285.9759580870181,88.54647870988589,2.2936164607320952,0.5528088749143599,2458840.324426256,20191222.8244263,651.2196463122457,1.7829422212518702,0.025814099999999996,10.046073297000001,1.3185e-08,8.2996e-10,1.956e-08,3.3105000000000003e-06,2.3987e-05,2.4893e-05,3.4486000000000003e-06,1.2947e-09,4.6806e-10,6.1038e-06,5.5138e-07,APO,0.48568
1980,a0001981,2001981,  1981 Midas (1973 EA),1981,Midas,,Y,Y,15.2,3.4,,,JPL 195,2459000.5,59000,20200531.0,J2000,0.65035151771509,1.776503077052497,0.6211516046658779,39.82959060027727,356.8640430396759,267.8229779024979,312.7361104124565,2.931854549439116,0.4162508446763338,2459114.046651477,20200921.5466515,864.8631098392772,2.36786614603498,0.00356774,1.3884573758,2.4107e-08,2.7739e-09,4.3207000000000004e-08,7.6677e-06,1.8593000000000001e-06,5.17e-06,1.5968000000000001e-06,4.5779e-09,9.7492e-10,3.9975e-06,2.0256e-06,APO,0.39337
2100,a0002101,2002101,  2101 Adonis (1936 CA),2101,Adonis,,Y,Y,18.8,0.6,,,JPL 39,2459000.5,59000,20200531.0,J2000,0.7639969230880802,1.874841299172494,0.4424683153262496,1.3224759680428808,349.4862729707103,43.60820334995537,336.1573218268102,3.307214283018738,0.3839346478806828,2459062.600876555,20200801.100876603,937.6595782308217,2.5671720143212102,0.0115889,4.510052213,6.704799999999999e-08,1.4052999999999999e-09,1.2552999999999999e-07,9.6989e-06,0.00042998,0.00043046,1.1227000000000001e-05,2.4789e-09,4.3166000000000004e-10,2.9256999999999998e-05,1.0542e-06,APO,0.7383
2101,a0002102,2002102,  2102 Tantalus (1975 YA),2102,Tantalus,,Y,Y,16.0,1.649,0.245,0.045,JPL 195,2459000.5,59000,20200531.0,J2000,0.2991482374371164,1.290150777373146,0.9042044462938438,64.00699255328968,94.3624923060276,61.54106408142581,81.98646831159535,1.6760971084524483,0.6725791054966707,2458878.6013747803,20200130.1013748,535.253023856808,1.4654429126811999,0.0434654,16.915429718,2.7587e-08,1.0543e-09,3.5842e-08,1.1632e-05,1.6818000000000001e-06,1.012e-05,7.798899999999999e-06,1.3697000000000001e-09,8.2447e-10,1.1582999999999999e-05,6.5613e-07,APO,0.30566
2134,a0002135,2002135,  2135 Aristaeus (1977 HA),2135,Aristaeus,,Y,Y,17.94,,,,22,2459000.5,59000,20200531.0,J2000,0.5030136617821045,1.5999671260061992,0.7951618032228309,23.058154566896352,191.1800911267857,290.90943376624665,142.9273611413273,2.4047724487895668,0.4870095580172899,2458707.020418771,20190811.5204188,739.2052046486102,2.02383355139934,0.00987554,3.8432639018,1.3072e-06,8.290100000000001e-08,2.0705e-06,5.3799e-05,0.00035033,0.00016065,0.00073305,1.2460000000000002e-07,3.7851e-08,0.0014827,5.7452e-05,APO,0.55762
2200,a0002201,2002201,  2201 Oljato (1947 XC),2201,Oljato,,Y,Y,15.3,1.8,0.4328,0.1,211,2459000.5,59000,20200531.0,J2000,0.7128855212674332,2.174083942076455,0.6242109777501252,2.522429202495983,74.98703322352544,98.24724876350737,203.11573361225132,3.7239569064027833,0.3074606998599317,2459510.757949908,20211023.2579499,1170.881352198845,3.20569843175591,0.00312534,1.2162885678,3.2939e-08,9.1281e-09,6.9534e-08,4.1235e-06,0.00010929,0.00010919,2.8846e-06,1.5634999999999997e-08,1.9364e-09,1.2329000000000002e-05,7.374099999999999e-06,APO,0.47476999999999997
2339,a0002340,2002340,  2340 Hathor (1976 UA),2340,Hathor,,Y,Y,20.2,0.3,,,JPL 60,2453228.5,53228,20040811.0,J2000,0.4498841655895494,0.8438292455376517,0.4642038295088863,5.854591233229053,211.54213707501617,39.92629416655726,42.10443294792183,1.223454661566417,1.271517126434761,2453195.3864602195,20040708.8864602,283.1263476642372,0.775157693810369,0.00687373,2.6750495041,1.0082000000000001e-07,5.9662e-10,8.4879e-08,8.1522e-06,2.6559e-05,2.8328e-05,1.2119e-05,8.6503e-10,1.3485e-09,9.5386e-06,3.0027e-07,ATE,0.4662
3121,a0003122,2003122,  3122 Florence (1981 ET3),3122,Florence,,Y,Y,14.0,4.9,0.231,,559,2459000.5,59000,20200531.0,J2000,0.4229445910453244,1.768974947335498,1.020796561665261,22.142496248584642,336.0638555801969,27.847814866563052,50.43779606820458,2.517153333005735,0.4189107934728757,2458880.097764359,20200131.5977644,859.3715072736836,2.35283095762815,0.0453329,17.642204693,6.5386e-09,4.1587e-09,1.24e-08,1.8572e-06,1.2425e-06,4.7255e-06,1.4199000000000002e-06,5.9176e-09,1.4772000000000002e-09,3.2247000000000002e-06,3.0305e-06,AMO,0.28997
3199,a0003200,2003200,  3200 Phaethon (1983 TB),3200,Phaethon,,Y,Y,14.3,6.25,0.1066,0.15,712,2459000.5,59000,20200531.0,J2000,0.8898311206936256,1.271367884101982,0.1400651749776319,22.259511713077806,265.2176958865816,322.1867098330639,228.9572432413808,2.402670593226332,0.6875388114627582,2459191.096886421,20201207.5968864,523.6068044421955,1.4335573016897898,0.019436099999999998,7.563947037,1.3405e-09,7.1837e-10,1.6685999999999998e-09,2.5659000000000005e-07,8.934999999999999e-07,8.868e-07,2.8796999999999995e-07,1.3576e-09,5.8272e-10,5.708e-07,4.4378e-07,APO,0.30124
3360,a0003361,2003361,  3361 Orpheus (1982 HR),3361,Orpheus,,Y,Y,19.03,0.3,0.35700000000000004,,JPL 132,2455844.5,55844,20111010.0,J2000,0.3227518287938224,1.209662179045708,0.8192414985359853,2.6850642081452407,189.5305495453812,301.6952073346065,102.8299018073053,1.6000828595554297,0.7408118495057834,2455705.6929575964,20110524.192957602,485.9533500175061,1.33046776185491,0.013590799999999998,5.2891316360000005,3.7127e-08,1.1101e-09,4.5113e-08,4.0392e-06,4.3799999999999994e-05,4.4103999999999997e-05,7.9289e-06,1.4683e-09,1.0197000000000001e-09,1.0813e-05,6.6891e-07,APO,0.47356000000000004
3361,a0003362,2003362,  3362 Khufu (1984 QA),3362,Khufu,,Y,Y,18.3,0.7,0.21,,23,2459000.5,59000,20200531.0,J2000,0.4684786225760869,0.9895240677031432,0.5259531954596882,9.91690600813587,152.4336909462086,55.05400164486407,197.8283040201547,1.4530949399465982,1.0013007263306821,2459162.461029005,20201108.961029,359.53234680977266,0.9843459187125879,0.0135341,5.267065697,5.7403e-07,1.2892999999999998e-08,5.7478e-07,1.2111e-05,5.8629e-05,4.8035e-05,0.00017923,1.8932999999999998e-08,1.9569e-08,0.00018212,7.0267e-06,ATE,0.64205
3670,a0003671,2003671,  3671 Dionysus (1984 KD),3671,Dionysus,,Y,Y,16.4,1.5,0.16,,97,2459000.5,59000,20200531.0,J2000,0.5416798820204831,2.1985913298002733,1.007658637662804,13.5340948148173,82.08580897142748,204.2630077510122,7.994515526347443,3.3895240219377416,0.3023342209781789,2458974.0573581434,20200504.5573581,1190.735203032088,3.2600553128872996,0.020681599999999998,8.048658272,2.6241e-08,1.8983e-09,5.7501e-08,5.6658e-06,1.6283e-05,1.6413e-05,6.4105e-06,2.9265e-09,3.9155e-10,2.1173000000000002e-05,1.5421e-06,APO,0.5163300000000001
3756,a0003757,2003757,  3757 Anagolay (1982 XB),3757,Anagolay,,Y,Y,18.9,0.5,0.18,,46,2459000.5,59000,20200531.0,J2000,0.44630354796355004,1.8343664535773059,1.015682197080439,3.867817849320273,74.96083695184362,17.22973130025246,19.07701735902614,2.653050710074172,0.3967116228427927,2458952.4121289607,20200412.912129,907.4601783035216,2.4844905634593304,0.036196,14.08639732,5.2143e-08,2.3422e-09,9.6061e-08,6.7028e-06,6.9929e-05,7.3298e-05,1.1844e-05,3.3876e-09,7.598099999999999e-10,2.9775999999999997e-05,1.7380000000000001e-06,APO,0.7368600000000001
4014,a0004015,2004015,  4015 Wilson-Harrington (1979 VA),4015,Wilson-Harrington,,Y,Y,15.99,4.0,0.05,0.5,JPL 184,2459000.5,59000,20200531.0,J2000,0.6311870131501052,2.625914318209086,0.9684713029105984,2.798294802795844,266.81770068393917,95.3701341193412,171.0177161907802,4.283357333507575,0.2316238344989084,2458262.157520864,20180523.657520898,1554.244194164295,4.25528869038821,0.0430103,16.738318450999998,3.9253999999999995e-08,4.954e-09,1.0419000000000001e-07,5.2523000000000005e-06,9.827e-05,9.8248e-05,3.1513e-06,8.0809e-09,6.554700000000001e-10,1.2219000000000001e-05,4.3983e-06,APO,0.54633
4033,a0004034,2004034,  4034 Vishnu (1986 PA),4034,Vishnu,,Y,Y,18.4,0.42,0.52,,JPL 75,2455202.5,55202,20100106.0,J2000,0.4439425780383143,1.059509941130633,0.5891483664078772,11.170438122136021,158.01407499808568,296.6030781146797,62.851094329745855,1.529871515853389,0.9037462744057568,2455132.954933968,20091028.454934,398.34189107635535,1.09060066003109,0.0193934,7.547329477999999,7.269e-08,4.265600000000001e-09,7.6389e-08,7.5749e-06,4.4875e-05,4.1682e-05,1.5529e-05,6.1592e-09,5.4576999999999995e-09,1.7273e-05,2.4056e-06,APO,0.41971
4178,a0004179,2004179,  4179 Toutatis (1989 AC),4179,Toutatis,,Y,Y,15.2,5.4,,,510,2459000.5,59000,20200531.0,J2000,0.6242486420344596,2.545398024690193,0.9564367643401444,0.4479491052800336,125.19941377533449,277.9899107677535,311.28335592510086,4.134359285040243,0.2427004154645647,2459201.2274852893,20201217.7274853,1483.3101925718029,4.06108197829378,0.00657948,2.5605362316,1.4595e-09,4.4696e-10,3.8562e-09,1.903e-07,2.407e-05,2.3575e-05,2.2456e-07,7.259700000000001e-10,6.3926e-11,9.7779e-07,3.9069e-07,APO,0.26584
4182,a0004183,2004183,  4183 Cuno (1959 LM),4183,Cuno,,Y,Y,14.1,3.6510000000000002,0.09699999999999999,0.115,JPL 449,2459000.5,59000,20200531.0,J2000,0.6341387636243487,1.9830721616282052,0.7255292328754304,6.704037023888969,294.8674921347591,236.349005699506,331.350530072703,3.2406150903809787,0.3529362744090001,2459081.674625576,20200820.1746256,1020.01416715476,2.79264659043055,0.028330400000000002,11.025341767999999,2.4177e-08,2.1867e-09,4.745e-08,3.3089999999999996e-06,2.7045999999999998e-05,2.7135e-05,4.4452e-06,3.5733000000000005e-09,5.8376e-10,1.269e-05,1.6871000000000001e-06,APO,0.46588
4449,a0004450,2004450,  4450 Pan (1987 SY),4450,Pan,,Y,Y,17.1,,,,JPL 198,2459000.5,59000,20200531.0,J2000,0.5866724027091977,1.4424950375236592,0.5962230079635596,5.520541790922451,311.8067269669477,291.83640975631283,1.709166848441579,2.2887670670837594,0.5688956097195645,2458997.4956406425,20200527.995640602,632.805024066649,1.73252573324202,0.028548,11.11002516,2.2404000000000003e-08,3.5391e-09,3.2103e-08,4.6785e-06,2.1006e-05,2.0395e-05,9.541699999999999e-06,5.6153999999999994e-09,2.0936e-09,1.6760999999999998e-05,2.3288e-06,APO,0.45131000000000004
4485,a0004486,2004486,  4486 Mithra (1987 SB),4486,Mithra,,Y,Y,15.5,1.849,0.297,0.022000000000000002,199,2459000.5,59000,20200531.0,J2000,0.663023402844932,2.1992975190995563,0.7411117941177517,3.0396988603063835,82.23629970890292,168.9064810140447,33.94874901426231,3.657483244081362,0.3021886144493536,2458888.1570876897,20200208.6570877,1191.308946751651,3.26162613758152,0.0462892,18.014367964,2.1322e-08,4.3565e-09,4.748700000000001e-08,2.4121e-06,7.0824e-05,6.979100000000001e-05,7.305599999999999e-06,7.2449e-09,8.9789e-10,2.3843000000000002e-05,3.5397e-06,APO,0.5370199999999999
4580,a0004581,2004581,  4581 Asclepius (1989 FC),4581,Asclepius,,Y,Y,20.7,,,,JPL 104,2459000.5,59000,20200531.0,J2000,0.3570522724792216,1.0226369120831829,0.6575020787027483,4.9173226454952434,180.2183606360149,255.3412721569415,127.27604634731199,1.387771745463617,0.9530635870046156,2458866.9558712733,20200118.455871303,377.72925637778735,1.03416634189675,0.00354485,1.3795492745,6.1517e-08,4.555e-09,6.0047e-08,2.4634e-06,2.0408e-05,2.0598e-05,1.2699000000000002e-05,6.181399999999999e-09,6.3677e-09,1.2462e-05,2.5237e-06,APO,0.45392
4659,a0004660,2004660,  4660 Nereus (1982 DB),4660,Nereus,,Y,Y,18.4,0.33,0.55,,JPL 125,2459000.5,59000,20200531.0,J2000,0.3603359277287458,1.488743084595746,0.9522954640581828,1.432103476327154,314.4055513051823,158.0702674692276,41.94650302552807,2.025190705133308,0.5425933142941899,2458923.192554589,20200314.6925546,663.4803461747241,1.8165101880211498,0.00332828,1.2952667276,2.7842e-09,1.4395e-09,4.006699999999999e-09,2.4894e-06,2.9575e-05,3.0708000000000005e-05,5.7875e-06,1.9583e-09,7.869900000000001e-10,1.0555e-05,9.623299999999999e-07,APO,0.46875
4768,a0004769,2004769,  4769 Castalia (1989 PB),4769,Castalia,,Y,Y,16.9,1.4,,,89,2459000.5,59000,20200531.0,J2000,0.4832323083363309,1.063147864469693,0.5494004678191624,8.885519032246105,325.541301786002,121.4098270048962,325.5663099445063,1.5768952611202232,0.8991115303311785,2459038.797462432,20200708.2974624,400.39526561003817,1.09622249311441,0.020543900000000004,7.9950695629999995,4.1578e-08,3.3014e-10,4.4070000000000004e-08,7.6662e-06,1.3244e-05,1.3505e-05,3.895e-06,4.8967e-10,4.188e-10,4.3294e-06,1.8649999999999998e-07,APO,0.46642
4952,a0004953,2004953,  4953 (1990 MU),4953,,,Y,Y,15.0,,,,125,2459000.5,59000,20200531.0,J2000,0.6576260243238594,1.6210078255602152,0.5549908938391866,24.390602926265192,77.70392163169116,77.75350077193133,241.2112024897174,2.6870247572812445,0.4775583101008514,2459249.241975582,20210203.7419756,753.8346467554397,2.06388678098683,0.0260673,10.144611141,7.909e-08,3.5995e-09,1.2894e-07,1.014e-05,2.4971999999999997e-05,2.1691e-05,1.0381e-05,5.9666000000000005e-09,1.5907e-09,2.2495e-05,2.5109e-06,APO,0.522
5010,a0005011,2005011,  5011 Ptah (6743 P-L),5011,Ptah,,Y,Y,16.4,,,,146,2459000.5,59000,20200531.0,J2000,0.5000774535746889,1.636361895079404,0.8180542054614435,7.405387504347107,10.72728291332828,105.8139257564131,140.14047396306802,2.454669584697365,0.4708526697115138,2458702.86873872,20190807.3687387,764.5703702191347,2.09327958992234,0.024872799999999997,9.679747576,5.9205e-08,8.6946e-09,9.3923e-08,4.639700000000001e-06,3.2043000000000005e-05,3.2614e-05,2.1484e-05,1.3043e-08,3.7527e-09,4.3344e-05,6.0937e-06,APO,0.51266
5188,a0005189,2005189,  5189 (1990 UQ),5189,,,Y,Y,17.8,,,,215,2459000.5,59000,20200531.0,J2000,0.4783414211238734,1.5524013129593102,0.8098234627637865,3.5783573256355363,135.2175550817337,159.7744240095062,161.9381145284915,2.294979163154833,0.5095632182587694,2458682.702112072,20190718.2021121,706.4874133383439,1.93425712070731,0.0444772,17.309191924,2.2047e-08,2.8248e-09,3.3869e-08,2.3751e-06,5.3521000000000005e-05,5.3633e-05,5.4489e-06,4.1760000000000005e-09,1.3908e-09,1.0420999999999999e-05,1.9283000000000002e-06,APO,0.47236000000000006
5603,a0005604,2005604,  5604 (1992 FE),5604,,,Y,Y,17.2,0.55,0.48,,JPL 186,2459000.5,59000,20200531.0,J2000,0.4060067985630431,0.9285867413164058,0.5515742112864432,4.715356390318168,311.9099486141822,82.65278813760983,307.6091311473808,1.305599271346368,1.101464124300927,2459048.064752856,20200717.5647529,326.8376990748414,0.894832851676499,0.0336543,13.097243931,1.3161000000000001e-08,3.897e-09,1.3526e-08,2.5902999999999996e-06,1.64e-05,1.5700999999999998e-05,9.1501e-06,5.4792e-09,6.933699999999999e-09,8.5959e-06,2.0574e-06,ATE,0.3816
5692,a0005693,2005693,  5693 (1993 EA),5693,,,Y,Y,16.7,,,,JPL 348,2459000.5,59000,20200531.0,J2000,0.5851484376485565,1.270945800287991,0.5272538509134786,5.0546765108696885,97.03424614967493,258.8851249755795,182.3029088385161,2.014637749662503,0.6878813395583745,2459258.825209513,20210213.3252095,523.3460762740315,1.4328434668693502,0.00561681,2.1858939477,3.384e-08,1.9949e-09,4.3099e-08,2.7411000000000003e-06,3.5173000000000004e-05,3.4839e-05,1.074e-05,3.1622e-09,1.6195e-09,1.5854e-05,1.2322e-06,APO,0.48327
6036,a0006037,2006037,  6037 (1988 EG),6037,,,Y,Y,18.7,,,,75,2459000.5,59000,20200531.0,J2000,0.4996135848090242,1.271315304317788,0.6361489077050027,3.499647085630365,182.379457417348,242.18771874053434,229.52561964226848,1.906481700930574,0.6875814653378323,2459190.2584314523,20201206.7584315,523.5743226777058,1.4334683714653103,0.024052900000000002,9.360667093,4.6155e-08,4.357e-09,6.0411e-08,3.8999e-06,2.9391e-05,3.0106e-05,1.6569e-05,6.5338999999999995e-09,3.5347000000000002e-09,2.5067e-05,2.6916e-06,APO,0.53688
6238,a0006239,2006239,  6239 Minos (1989 QF),6239,Minos,,Y,Y,18.5,,,,JPL 201,2459000.5,59000,20200531.0,J2000,0.4126441608438479,1.1513991468963722,0.6762810121289965,3.942233810026006,344.58271361201,239.7125039834986,27.69509736028198,1.626517281663748,0.7977470720516538,2458965.783360691,20200426.2833607,451.27085089030584,1.2355122543198,0.026376999999999998,10.26513709,2.1613000000000003e-08,1.3384e-09,2.4218000000000002e-08,2.2954e-06,2.7163e-05,2.6954e-05,1.0437999999999999e-05,1.8905999999999997e-09,1.3909000000000002e-09,1.3025e-05,7.868200000000001e-07,APO,0.47073000000000004
6488,a0006489,2006489,  6489 Golevka (1991 JX),6489,Golevka,,Y,Y,19.2,0.53,0.151,0.03,JPL 105,2452464.5,52464,20020709.0,J2000,0.6052965473603549,2.5024739555385307,0.9877351103918481,2.276480760253867,211.06202149951753,66.65547373733823,274.4136345211533,4.017212800685214,0.2489715508263604,2452808.2596191005,20030617.759619102,1445.948337491274,3.95879079395284,0.028049900000000003,10.916179583,2.478e-09,4.5222000000000007e-10,6.0535e-09,6.4443e-07,2.1621999999999997e-05,2.2559000000000002e-05,2.1038e-07,7.259500000000001e-10,6.7488e-11,9.3587e-07,3.9195e-07,APO,0.61351
6490,a0006491,2006491,  6491 (1991 OA),6491,,,Y,Y,18.7,,,,29,2459000.5,59000,20200531.0,J2000,0.5910939116910703,2.500187074248024,1.0223417165713071,5.948776069327465,301.88880975629337,323.64215448204914,104.38600736690908,3.978032431924741,0.2493132243948254,2458581.805774612,20190408.3057746,1443.966724484239,3.95336543322174,0.0417607,16.252011619,3.9322e-08,2.4584e-08,1.0166e-07,1.0465e-05,8.3118e-05,8.424200000000001e-05,7.682999999999999e-06,3.9115e-08,3.6770999999999996e-09,2.892e-05,2.1297e-05,AMO,0.5576
7334,a0007335,2007335,  7335 (1989 JA),7335,,,Y,Y,17.0,1.8,0.322,,84,2459000.5,59000,20200531.0,J2000,0.4843281029377564,1.7704452318778683,0.9129688513672636,15.19555380195391,61.31907779643979,232.2596415317655,40.197306341444936,2.6279216123884717,0.4183890686307835,2458904.423621922,20200224.9236219,860.4431305486372,2.355764902255,0.021616299999999998,8.412415471000001,4.6783e-08,3.5614e-09,8.228300000000001e-08,8.4998e-06,1.8135e-05,2.1966e-05,1.6505e-05,5.286300000000001e-09,1.2625e-09,3.923e-05,2.5963e-06,APO,0.5941
7340,a0007341,2007341,  7341 (1991 VK),7341,,,Y,Y,16.7,,,,JPL 306,2456289.5,56289,20121228.0,J2000,0.5065931382228088,1.842120155251205,0.9089147248190094,5.419121587267071,294.873903616193,173.3350706139144,138.0187341962207,2.7753255856834005,0.3942095511160624,2455939.3848548806,20120112.884854898,913.2198826253438,2.50025977447048,0.04778640000000001,18.597033288,2.4114e-09,1.06e-10,4.4472e-09,1.7535e-06,1.468e-05,1.3424e-05,9.376899999999999e-07,1.5969999999999998e-10,3.4027000000000004e-11,2.3838e-06,7.8825e-08,APO,0.32711999999999997
7481,a0007482,2007482,  7482 (1994 PC1),7482,,,Y,Y,16.5,1.052,0.27699999999999997,0.303,130,2459000.5,59000,20200531.0,J2000,0.3283045869886862,1.346161267705482,0.9042103486912672,33.489029406702926,117.8849791867789,47.60888225642255,318.5260611572232,1.7881121867196959,0.6310422506140946,2459066.222919191,20200804.7229192,570.4847807728696,1.56190220608589,0.000336685,0.13102770145,3.6061999999999996e-08,2.272e-09,4.7556000000000006e-08,1.1472000000000001e-05,2.2683e-06,1.0069e-05,1.7312e-05,3.0179e-09,1.5976e-09,2.7595999999999998e-05,1.4441999999999999e-06,APO,0.5191399999999999
7752,a0007753,2007753,  7753 (1988 XB),7753,,,Y,Y,18.6,,,,JPL 167,2459000.5,59000,20200531.0,J2000,0.4817156373279676,1.4677761012347867,0.7607254011737119,3.1229111720012037,73.41879819053716,280.07355229303033,288.49927108688166,2.174826801295862,0.5542610443435368,2459129.5019019786,20201007.001902,649.5134443850037,1.77827089496237,0.00664514,2.5860891338,1.0367999999999999e-08,1.0452999999999999e-09,1.5503e-08,3.7597e-06,3.564e-05,3.6086999999999995e-05,4.0663e-06,1.5487999999999999e-09,5.9208e-10,7.472000000000001e-06,6.938299999999999e-07,APO,0.52313
7821,a0007822,2007822,  7822 (1991 CS),7822,,,Y,Y,17.4,1.6019999999999999,0.075,0.012,JPL 195,2459000.5,59000,20200531.0,J2000,0.1646463012575573,1.122920698419507,0.9380359588191824,37.12099025844711,156.85257780787032,249.4339912761322,296.83356421329734,1.307805438019832,0.8282862334724148,2459076.7616028544,20200815.2616029,434.6323595054528,1.18995854758509,0.023097200000000002,8.988737324,2.5166e-08,7.609400000000001e-10,2.7791999999999998e-08,8.6769e-06,2.4055e-06,1.2925e-05,1.4909e-05,8.862200000000001e-10,8.419199999999999e-10,1.8059e-05,4.4178999999999993e-07,APO,0.41581
8013,a0008014,2008014,  8014 (1990 MF),8014,,,Y,Y,18.7,0.7,,,JPL 71,2459000.5,59000,20200531.0,J2000,0.4561302585330824,1.746614348312863,0.9499306940593252,1.8669946877864758,210.23564852894833,114.4013268910413,328.5981527704897,2.5432980025664,0.4269809887703147,2459074.043900209,20200812.5439002,843.1288733411368,2.30836104953083,0.0170509,6.635698753,5.4986e-08,4.3585e-09,9.667400000000001e-08,1.5537e-06,0.0001491,0.00015026,7.895e-06,6.346500000000001e-09,1.5982000000000001e-09,1.8658e-05,3.1558999999999997e-06,APO,0.50483
8565,a0008566,2008566,  8566 (1996 EN),8566,,,Y,Y,16.3,1.568,0.217,0.261,JPL 154,2459000.5,59000,20200531.0,J2000,0.4304645963484311,1.506327525530366,0.8579068552844059,37.97718340311962,164.1280724218776,125.137092254771,317.1360066169749,2.154748195776327,0.5331199758001249,2459080.9021521024,20200819.402152102,675.2701386957026,1.8487888807548298,0.0213905,8.324540885,4.9847e-08,2.4529e-09,7.5155e-08,1.1167e-05,6.426e-06,1.0303e-05,1.0614e-05,3.5089e-09,1.3022000000000001e-09,2.0056e-05,1.6494e-06,APO,0.52395
9855,a0009856,2009856,  9856 (1991 EE),9856,,,Y,Y,17.4,1.0,0.3,,180,2459000.5,59000,20200531.0,J2000,0.6260224968988295,2.243190497865046,0.8389027813718416,9.827000270016446,168.1161392313134,116.20172914434391,204.9069987772049,3.6474782143582516,0.2933626627864059,2459529.1732801977,20211110.6732802,1227.150028502816,3.3597536714656204,0.022450799999999996,8.737177836,1.2797e-08,1.6455999999999998e-09,2.9165e-08,4.8093e-06,2.0745e-05,2.1025999999999998e-05,2.7432e-06,2.6756999999999998e-09,3.2281e-10,9.839400000000001e-06,1.3503e-06,APO,0.44393999999999995
10114,a0010115,2010115, 10115 (1992 SK),10115,,,Y,Y,17.0,0.938,0.28,0.294,JPL 197,2459000.5,59000,20200531.0,J2000,0.3247856997203078,1.2484316836973028,0.8429589257546724,15.320388962800811,8.910713000007497,233.6733342549782,34.01947579151697,1.6539044416399329,0.7065727771078616,2458952.352835414,20200412.8528354,509.5016559703154,1.39493950984344,0.045910400000000004,17.866950368,1.9361e-08,1.0617e-09,2.3774000000000002e-08,5.2753e-06,1.0414e-05,1.2607e-05,8.9418e-06,1.4065e-09,9.0132e-10,1.2600999999999998e-05,6.4993e-07,APO,0.46765
11499,a0011500,2011500, 11500 Tomaiyowit (1989 UR),11500,Tomaiyowit,,Y,Y,18.3,0.738,0.142,0.006,209,2459000.5,59000,20200531.0,J2000,0.3557795887714189,1.079768039363419,0.6956086103501808,10.30870902646075,234.427737387225,289.45745294059816,358.2464565468323,1.4639274683766583,0.8784324514055326,2459002.4962188895,20200601.9962189,409.82092524471665,1.12202854276445,0.034403699999999995,13.388887929000001,3.6391e-08,6.910299999999999e-10,3.898e-08,3.2944e-06,1.1377e-05,1.2062e-05,5.8621e-06,9.3688e-10,8.4327e-10,6.6743e-06,3.9342e-07,APO,0.42668999999999996
12537,a0012538,2012538, 12538 (1998 OH),12538,,,Y,Y,15.9,1.663,0.23199999999999998,0.32899999999999996,JPL 373,2459000.5,59000,20200531.0,J2000,0.4060696629576222,1.5416953073638269,0.9156596135192502,24.52621522916323,220.7392603437595,321.7214811648481,213.23397245135848,2.167731001208404,0.5148802676232691,2459285.548848786,20210312.0488488,699.1916813238745,1.91428249506879,0.028899400000000002,11.246779497999999,2.4244e-08,4.2035e-09,3.7519e-08,5.0424e-06,6.99e-06,8.2072e-06,4.1276999999999995e-06,5.9104e-09,2.1058000000000003e-09,7.9937e-06,2.8595e-06,APO,0.40297
12922,a0012923,2012923, 12923 Zephyr (1999 GK4),12923,Zephyr,,Y,Y,15.7,2.06,0.19899999999999998,0.013000000000000001,JPL 242,2459000.5,59000,20200531.0,J2000,0.4920120125312745,1.9619220941603852,0.9966328561829614,5.304291691148097,168.1903993336454,147.0677904306691,197.8951597325679,2.9272113321378086,0.3586587552290991,2459452.4751376593,20210825.9751377,1003.739612518435,2.7480892882092705,0.021550599999999996,8.386847002,4.2408e-08,5.4232e-09,8.2474e-08,5.061e-06,3.841e-05,3.8749e-05,9.8674e-06,8.0914e-09,1.4870999999999998e-09,2.9079e-05,4.1618e-06,APO,0.53498
