,name,id,nametype,recclass,massg,fall,date,reclat,reclong,GeoLocation,mass,masslog,year,place,region,country
1521,Al Huwaysah 003,55405,Valid,L4-6,273.05,Found,01/01/2010 12:00:00 AM,22.748620000000003,55.37323000000001,"(22.748620, 55.373230)",0.27305,1.27305,2010,`Ibri,Az Zahirah,Oman
1536,Alaer 001,49713,Valid,LL5,1.7,Found,01/01/2007 12:00:00 AM,40.33333,81.25,"(40.333330, 81.250000)",0.0017,1.0017,2007,Aral,Xinjiang Uygur Zizhiqu,China
1537,Alamogordo,449,Valid,H5,13600.0,Found,01/01/1938 12:00:00 AM,32.9,-105.93333,"(32.900000, -105.933330)",13.6,14.6,1938,Alamogordo,New Mexico,United States
1538,Alamosa,450,Valid,L6,1800.0,Found,01/01/1937 12:00:00 AM,37.46667,-105.86667,"(37.466670, -105.866670)",1.8,2.8,1937,Alamosa,Colorado,United States
1539,Alatage,452,Valid,"Iron, IIIAB",37500.0,Found,01/01/1959 12:00:00 AM,42.33333,93.0,"(42.333330, 93.000000)",37.5,38.5,1959,Hami,Xinjiang Uygur Zizhiqu,China
1540,Albin (pallasite),455,Valid,"Pallasite, PMG",37600.0,Found,01/01/1915 12:00:00 AM,41.5,-104.1,"(41.500000, -104.100000)",37.6,38.6,1915,Pine Bluffs,Wyoming,United States
1541,Albin (stone),456,Valid,L,15400.0,Found,01/01/1949 12:00:00 AM,41.41667,-104.1,"(41.416670, -104.100000)",15.4,16.4,1949,Pine Bluffs,Wyoming,United States
1542,Albion,457,Valid,"Iron, IVA",12280.0,Found,01/01/1966 12:00:00 AM,46.83333,-117.25,"(46.833330, -117.250000)",12.28,13.28,1966,Colfax,Washington,United States
1543,Aldama (a),459,Valid,"Iron, IIIAB",11000.0,Found,01/01/1985 12:00:00 AM,28.83333,-105.86667,"(28.833330, -105.866670)",11.0,12.0,1985,Ninguno [CERESO],Chihuahua,Mexico
1544,Aldama (b),460,Valid,H5,66.5,Found,01/01/1996 12:00:00 AM,25.05,-106.0,"(25.050000, -106.000000)",0.0665,1.0665,1996,Santa Catarina de Tepehuanes,Durango,Mexico
1545,Alexander County,464,Valid,"Iron, IAB complex",192.0,Found,01/01/1875 12:00:00 AM,35.75,-81.25,"(35.750000, -81.250000)",0.192,1.192,1875,Saint Stephens,North Carolina,United States
1546,Algarrobo,467,Valid,"Iron, IAB-ung",1280.0,Found,01/01/1959 12:00:00 AM,-27.08333,-70.58333,"(-27.083330, -70.583330)",1.28,2.2800000000000002,1959,Copiapo,Atacama,Chile
1547,al-Ghanim (iron),468,Valid,"Iron, IIIAB",500.0,Found,01/01/1960 12:00:00 AM,19.83333,54.083330000000004,"(19.833330, 54.083330)",0.5,1.5,1960,Hayma',Al Wusta,Oman
1549,Algoma,470,Valid,"Iron, IAB-sHL",4100.0,Found,01/01/1887 12:00:00 AM,44.65,-87.46667,"(44.650000, -87.466670)",4.1,5.1,1887,Algoma,Wisconsin,United States
1550,Alikatnima,471,Valid,"Iron, ungrouped",20000.0,Found,01/01/1931 12:00:00 AM,-23.33333,134.11667,"(-23.333330, 134.116670)",20.0,21.0,1931,Alice Springs,Northern Territory,Australia
1551,Aliskerovo,472,Valid,"Iron, IIIE-an",58400.0,Found,01/01/1977 12:00:00 AM,67.88333,167.5,"(67.883330, 167.500000)",58.4,59.4,1977,Bilibino,Chukotskiy Avtonomnyy Okrug,Russia
1552,al-Jimshan,473,Valid,H4,11450.0,Found,01/01/1955 12:00:00 AM,20.7,52.833330000000004,"(20.700000, 52.833330)",11.45,12.45,1955,Muzayri`,Abu Dhabi,United Arab Emirates
1553,Alkali,474,Valid,H6,30.47,Found,01/01/1998 12:00:00 AM,37.86667,-117.4,"(37.866670, -117.400000)",0.03047,1.03047,1998,Goldfield,Nevada,United States
1554,Alkali Flat,55662,Valid,L5,28.0,Found,01/01/2011 12:00:00 AM,32.306,-108.9038,"(32.306000, -108.903800)",0.028,1.028,2011,Lordsburg,New Mexico,United States
1555,Alkhamasin,475,Valid,"Iron, IIAB",1200000.0,Found,01/01/1973 12:00:00 AM,20.6,44.88333,"(20.600000, 44.883330)",1200.0,1201.0,1973,As Sulayyil,Ar Riyad,Saudi Arabia
1556,Allan Hills 06001,44858,Valid,H5,128.1,Found,01/01/2006 12:00:00 AM,-76.71695,158.76862,"(-76.716950, 158.768620)",0.1281,1.1280999999999999,2006,McMurdo Station,,Antarctica
1567,Allan Hills 09001,55346,Valid,L5/6,0.5,Found,01/01/2009 12:00:00 AM,-76.74403000000001,159.37238,"(-76.744030, 159.372380)",0.0005,1.0005,2009,McMurdo Station,,Antarctica
1569,Allan Hills 09004,52119,Valid,Howardite,221.7,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",0.22169999999999998,1.2217,2009,Takoradi,Western,Ghana
1570,Allan Hills 82100,476,Valid,CM2,24.3,Found,01/01/1982 12:00:00 AM,-76.97691,156.93841,"(-76.976910, 156.938410)",0.024300000000000002,1.0243,1982,McMurdo Station,,Antarctica
1615,Allan Hills 83001,521,Valid,L4,1568.6,Found,01/01/1983 12:00:00 AM,-76.72109,158.73715,"(-76.721090, 158.737150)",1.5686,2.5686,1983,McMurdo Station,,Antarctica
1695,Allan Hills 84001,604,Valid,Martian (OPX),1930.9,Found,01/01/1984 12:00:00 AM,-76.92031,156.77355,"(-76.920310, 156.773550)",1.9309,2.9309000000000003,1984,McMurdo Station,,Antarctica
1954,Allan Hills 85001,867,Valid,Eucrite-Mg rich,212.3,Found,01/01/1985 12:00:00 AM,-76.8389,156.45213,"(-76.838900, 156.452130)",0.21230000000000002,1.2123,1985,McMurdo Station,,Antarctica
2109,Allan Hills 86600,1025,Valid,L6,411.1,Found,01/01/1986 12:00:00 AM,-76.69516999999999,159.36667,"(-76.695170, 159.366670)",0.4111,1.4111,1986,McMurdo Station,,Antarctica
2122,Allan Hills 87900,1038,Valid,L6,8000.0,Found,01/01/1987 12:00:00 AM,-76.75009,159.34471000000002,"(-76.750090, 159.344710)",8.0,9.0,1987,McMurdo Station,,Antarctica
2129,Allan Hills 88001,1045,Valid,H5,415.0,Found,01/01/1988 12:00:00 AM,-76.69221999999999,159.29576,"(-76.692220, 159.295760)",0.415,1.415,1988,McMurdo Station,,Antarctica
2200,Allan Hills 90400,1243,Valid,L6,36.3,Found,01/01/1990 12:00:00 AM,-76.73561,159.37968,"(-76.735610, 159.379680)",0.0363,1.0363,1990,McMurdo Station,,Antarctica
2215,Allan Hills 94001,1258,Valid,L/LL4,196.5,Found,01/01/1994 12:00:00 AM,-76.71667,159.66666999999998,"(-76.716670, 159.666670)",0.1965,1.1965,1994,McMurdo Station,,Antarctica
2216,Allan Hills 95100,1278,Valid,L6,19.3,Found,01/01/1995 12:00:00 AM,-76.71667,159.66666999999998,"(-76.716670, 159.666670)",0.0193,1.0193,1995,McMurdo Station,,Antarctica
2217,Allan Hills 97100,1288,Valid,L6,342.8,Found,01/01/1997 12:00:00 AM,-76.71667,159.66666999999998,"(-76.716670, 159.666670)",0.3428,1.3428,1997,McMurdo Station,,Antarctica
2218,Allan Hills 99101,1300,Valid,LL3,103.4,Found,01/01/2000 12:00:00 AM,-76.76098,159.45252,"(-76.760980, 159.452520)",0.1034,1.1034,2000,McMurdo Station,,Antarctica
2219,Allan Hills 99500,1301,Valid,CM2,13.6,Found,01/01/1999 12:00:00 AM,-76.71667,159.66666999999998,"(-76.716670, 159.666670)",0.0136,1.0136,1999,McMurdo Station,,Antarctica
2220,Allan Hills A76001,1308,Valid,L6,20151.0,Found,01/01/1976 12:00:00 AM,-76.75,159.33333000000002,"(-76.750000, 159.333330)",20.151,21.151,1976,McMurdo Station,,Antarctica
2222,Allan Hills A77001,1317,Valid,L6,252.0,Found,01/01/1977 12:00:00 AM,-76.75,159.33333000000002,"(-76.750000, 159.333330)",0.252,1.252,1977,McMurdo Station,,Antarctica
2224,Allan Hills A78001,1617,Valid,H5,84.5,Found,01/01/1978 12:00:00 AM,-76.75,159.5,"(-76.750000, 159.500000)",0.0845,1.0845,1978,McMurdo Station,,Antarctica
2226,Allan Hills A79001,1876,Valid,L3.5,32.3,Found,01/01/1979 12:00:00 AM,-76.70306,159.38943999999998,"(-76.703060, 159.389440)",0.032299999999999995,1.0323,1979,McMurdo Station,,Antarctica
2265,Allan Hills A80101,1929,Valid,L6,8725.0,Found,01/01/1980 12:00:00 AM,-76.77389000000001,159.275,"(-76.773890, 159.275000)",8.725,9.725,1980,McMurdo Station,,Antarctica
2297,Allan Hills A81001,1961,Valid,Eucrite-unbr,52.9,Found,01/01/1981 12:00:00 AM,-76.70111,159.40305,"(-76.701110, 159.403050)",0.052899999999999996,1.0529,1981,McMurdo Station,,Antarctica
2573,Allen,2277,Valid,H4,1407.0,Found,01/01/1923 12:00:00 AM,33.1,-96.7,"(33.100000, -96.700000)",1.407,2.407,1923,Allen,Texas,United States
2574,Allred,2280,Valid,L4,6570.0,Found,01/01/1978 12:00:00 AM,33.1,-102.95,"(33.100000, -102.950000)",6.57,7.57,1978,Plains,Texas,United States
2575,Almelo Township,2281,Valid,L5,3180.0,Found,01/01/1949 12:00:00 AM,39.6,-100.11667,"(39.600000, -100.116670)",3.18,4.18,1949,Norton,Kansas,United States
2576,Alnif,2282,Valid,H5,8000.0,Found,01/01/1992 12:00:00 AM,30.66667,-5.16667,"(30.666670, -5.166670)",8.0,9.0,1992,Jebel Tiskaouine,Meknes-Tafilalet,Morocco
2577,Alt Bela,2283,Valid,"Iron, IID",4000.0,Found,01/01/1898 12:00:00 AM,49.76667,18.25,"(49.766670, 18.250000)",4.0,5.0,1898,Krmelin,Moravskoslezsky,Czech Republic
2578,Altonah,2286,Valid,"Iron, IVA",21500.0,Found,01/01/1932 12:00:00 AM,40.56667,-110.48333000000001,"(40.566670, -110.483330)",21.5,22.5,1932,Duchesne,Utah,United States
2579,Alvord,2287,Valid,"Iron, IVA",17500.0,Found,01/01/1976 12:00:00 AM,43.32222,-96.28889000000001,"(43.322220, -96.288890)",17.5,18.5,1976,Rock Valley,Iowa,United States
2580,Amadror 001,2289,Valid,H4-5,239.0,Found,01/01/1991 12:00:00 AM,24.947779999999998,6.943060000000001,"(24.947780, 6.943060)",0.239,1.2389999999999999,1991,Illizi,Illizi,Algeria
2581,Amber,2291,Valid,L6,4532.0,Found,01/01/1934 12:00:00 AM,35.16667,-97.88333,"(35.166670, -97.883330)",4.532,5.532,1934,Chickasha,Oklahoma,United States
2582,Ameca-Ameca,2292,Valid,Iron,1.2,Found,01/01/1889 12:00:00 AM,20.58333,-104.06667,"(20.583330, -104.066670)",0.0012,1.0012,1889,Ameca,Jalisco,Mexico
2583,Amherst,2293,Valid,L6,8500.0,Found,01/01/1947 12:00:00 AM,40.8,-99.2,"(40.800000, -99.200000)",8.5,9.5,1947,Kearney,Nebraska,United States
2584,Andryushki,2297,Valid,L6,26.6,Found,01/01/1898 12:00:00 AM,49.65,29.633329999999997,"(49.650000, 29.633330)",0.026600000000000002,1.0266,1898,Skvyra,Kiev,Ukraine
2585,Angelica,2300,Valid,"Iron, IIIAB",14800.0,Found,01/01/1916 12:00:00 AM,44.25,-88.25,"(44.250000, -88.250000)",14.8,15.8,1916,Kaukauna,Wisconsin,United States
2586,Annaheim,2306,Valid,"Iron, IAB-sLL",13500.0,Found,01/01/1916 12:00:00 AM,52.33333,-104.86667,"(52.333330, -104.866670)",13.5,14.5,1916,Humboldt,Saskatchewan,Canada
2587,Anoka,2307,Valid,"Iron, IAB-sLM",1108.0,Found,01/01/1961 12:00:00 AM,45.2,-93.43333,"(45.200000, -93.433330)",1.108,2.108,1961,Champlin,Minnesota,United States
2588,Anoual,45975,Valid,Lunar,5.92,Found,01/01/2006 12:00:00 AM,32.73458,-2.95797,"(32.734580, -2.957970)",0.00592,1.00592,2006,Bouarfa,Oriental,Morocco
2589,Anson,2308,Valid,L6,3900.0,Found,01/01/1972 12:00:00 AM,39.33333,-97.56166999999999,"(39.333330, -97.561670)",3.9,4.9,1972,Minneapolis,Kansas,United States
2590,Answer,2309,Valid,Iron,11090.0,Found,01/01/1970 12:00:00 AM,-21.65972,140.90694,"(-21.659720, 140.906940)",11.09,12.09,1970,Cloncurry,Queensland,Australia
2591,Antelope,57455,Valid,H4,754.0,Found,01/01/2012 12:00:00 AM,40.90183,-118.54465,"(40.901830, -118.544650)",0.754,1.754,2012,Lovelock,Nevada,United States
2592,Anthony,2310,Valid,H5,20000.0,Found,01/01/1919 12:00:00 AM,37.08333,-98.05,"(37.083330, -98.050000)",20.0,21.0,1919,Anthony,Kansas,United States
2593,Anthony Gap,56391,Valid,L6,347.36,Found,01/01/2011 12:00:00 AM,32.00584,-106.56028,"(32.005840, -106.560280)",0.34736,1.3473600000000001,2011,Anthony,New Mexico,United States
2594,Anton,2311,Valid,H4,41800.0,Found,01/01/1965 12:00:00 AM,33.7825,-102.18111,"(33.782500, -102.181110)",41.8,42.8,1965,Anton,Texas,United States
2595,Anyujskij,2312,Valid,"Iron, IIAB",100000.0,Found,01/01/1981 12:00:00 AM,66.9,164.2,"(66.900000, 164.200000)",100.0,101.0,1981,Bilibino,Chukotskiy Avtonomnyy Okrug,Russia
2596,Aoufous,2314,Valid,Eucrite-mmict,195.0,Found,01/01/2000 12:00:00 AM,31.66667,-4.066669999999999,"(31.666670, -4.066670)",0.195,1.195,2000,Aoufous,Meknes-Tafilalet,Morocco
2597,Apex,2315,Valid,L6,6.1,Found,01/01/1938 12:00:00 AM,39.75,-105.2,"(39.750000, -105.200000)",0.0060999999999999995,1.0061,1938,Golden,Colorado,United States
2598,Apoala,2317,Valid,"Iron, IIIAB",85000.0,Found,01/01/1889 12:00:00 AM,17.7,-97.0,"(17.700000, -97.000000)",85.0,86.0,1889,Cuicatlan,Oaxaca,Mexico
2599,Aprel'sky,2319,Valid,"Iron, IIIAB",54600.0,Found,01/01/1969 12:00:00 AM,53.3,126.11667,"(53.300000, 126.116670)",54.6,55.6,1969,Tygda,Amur,Russia
2600,Arapahoe,2323,Valid,L5,19083.0,Found,01/01/1940 12:00:00 AM,38.8,-102.2,"(38.800000, -102.200000)",19.083,20.083,1940,Cheyenne Wells,Colorado,United States
2601,Ararki,45408,Valid,L5,4460.0,Found,01/01/2001 12:00:00 AM,29.06,74.44,"(29.060000, 74.440000)",4.46,5.46,2001,Rawatsar,Rajasthan,India
2602,Araslanovo,2324,Valid,L/LL5,132000.0,Found,01/01/1973 12:00:00 AM,55.14167,48.2,"(55.141670, 48.200000)",132.0,133.0,1973,Buinsk,Tatarstan,Russia
2603,Arcadia,2326,Valid,LL6,19400.0,Found,01/01/1937 12:00:00 AM,41.41667,-99.1,"(41.416670, -99.100000)",19.4,20.4,1937,Loup City,Nebraska,United States
2604,Arch,2327,Valid,CV3,985.8,Found,01/01/1972 12:00:00 AM,34.15,-103.22,"(34.150000, -103.220000)",0.9858,1.9858,1972,Portales,New Mexico,United States
2605,Arches,2328,Valid,L5,534.0,Found,01/01/2001 12:00:00 AM,38.68867,-109.58516999999999,"(38.688670, -109.585170)",0.534,1.534,2001,Moab,Utah,United States
2606,Areshima,2330,Valid,LL3.7,114.3,Found,01/01/1999 12:00:00 AM,18.212329999999998,10.177669999999999,"(18.212330, 10.177670)",0.1143,1.1143,1999,Alaghsas,Agadez,Niger
2607,Argonia,2331,Valid,"Pallasite, PMG-an",84.0,Found,01/01/1940 12:00:00 AM,37.26667,-97.76666999999999,"(37.266670, -97.766670)",0.084,1.084,1940,Conway Springs,Kansas,United States
2608,Arispe,2332,Valid,"Iron, IC",683000.0,Found,01/01/1896 12:00:00 AM,30.33333,-109.98333000000001,"(30.333330, -109.983330)",683.0,684.0,1896,Los Hoyos,Sonora,Mexico
2609,Arivaca,47346,Valid,Eucrite-mmict,30.1,Found,01/01/1999 12:00:00 AM,31.593909999999997,-111.37023,"(31.593910, -111.370230)",0.030100000000000002,1.0301,1999,Tubac,Arizona,United States
2610,Arlington,2333,Valid,"Iron, IIE-an",8940.0,Found,01/01/1894 12:00:00 AM,44.6,-94.1,"(44.600000, -94.100000)",8.94,9.94,1894,Arlington,Minnesota,United States
2611,Arlit,30441,Valid,H5,20.1,Found,01/01/2002 12:00:00 AM,18.673,7.34225,"(18.673000, 7.342250)",0.0201,1.0201,2002,Arlit,Agadez,Niger
2612,Arltunga,2334,Valid,"Iron, IID-an",18100.0,Found,01/01/1908 12:00:00 AM,-23.33333,134.66666999999998,"(-23.333330, 134.666670)",18.1,19.1,1908,Alice Springs,Northern Territory,Australia
2613,Armanty,2335,Valid,"Iron, IIIE",28000000.0,Found,01/01/1898 12:00:00 AM,47.0,88.0,"(47.000000, 88.000000)",28000.0,28001.0,1898,Kokagax,Xinjiang Uygur Zizhiqu,China
2614,Armel,2336,Valid,L5,9200.0,Found,01/01/1967 12:00:00 AM,39.76667,-102.13333,"(39.766670, -102.133330)",9.2,10.2,1967,Wray,Colorado,United States
2615,Arrabury,2337,Valid,H6,5300.0,Found,01/01/1960 12:00:00 AM,-26.5,141.08333000000002,"(-26.500000, 141.083330)",5.3,6.3,1960,Innamincka,South Australia,Australia
2616,ar-Rakhbah,2338,Valid,Iron,462.0,Found,01/01/1955 12:00:00 AM,20.6,52.5,"(20.600000, 52.500000)",0.462,1.462,1955,Shihan as Sufla,Al Mahrah,Yemen
2617,Arriba,2339,Valid,L5,31100.0,Found,01/01/1936 12:00:00 AM,39.3,-103.25,"(39.300000, -103.250000)",31.1,32.1,1936,Hugo,Colorado,United States
2618,Artracoona,2341,Valid,L6,20810.0,Found,01/01/1914 12:00:00 AM,-29.066670000000002,139.91666999999998,"(-29.066670, 139.916670)",20.81,21.81,1914,The Sill,South Australia,Australia
2619,Asab,2343,Valid,H5,1530.0,Found,01/01/1999 12:00:00 AM,-25.433329999999998,17.91667,"(-25.433330, 17.916670)",1.53,2.5300000000000002,1999,Tses,Karas,Namibia
2620,Asheville,2347,Valid,"Iron, IIIAB",800.0,Found,01/01/1839 12:00:00 AM,35.58333,-82.53333,"(35.583330, -82.533330)",0.8,1.8,1839,Asheville,North Carolina,United States
2621,Ashfork,2348,Valid,"Iron, IAB-MG",27000.0,Found,01/01/1901 12:00:00 AM,35.25,-112.5,"(35.250000, -112.500000)",27.0,28.0,1901,Williams,Arizona,United States
2622,Ashmore,2349,Valid,H5,55400.0,Found,01/01/1969 12:00:00 AM,32.9,-102.28333,"(32.900000, -102.283330)",55.4,56.4,1969,Brownfield,Texas,United States
2623,ash-Shalfah,2350,Valid,L4,935.0,Found,01/01/1961 12:00:00 AM,21.875,49.719440000000006,"(21.875000, 49.719440)",0.935,1.935,1961,Ad Dilam,Ar Riyad,Saudi Arabia
2624,Ashuwairif 001,51563,Valid,H4,14566.0,Found,01/01/2008 12:00:00 AM,29.359440000000003,14.255279999999999,"(29.359440, 14.255280)",14.566,15.566,2008,Hun,Al Jufrah,Libya
2628,Ashuwairif 005,56099,Valid,H4,335.0,Found,01/01/2010 12:00:00 AM,29.3945,14.292329999999998,"(29.394500, 14.292330)",0.335,1.335,2010,Hun,Al Jufrah,Libya
2629,Assam,2351,Valid,L5,2700.0,Found,01/01/1846 12:00:00 AM,26.0,92.0,"(26.000000, 92.000000)",2.7,3.7,1846,Nongpoh,Meghalaya,India
2632,Asuka 8601,2355,Valid,H6,46.42,Found,01/01/1986 12:00:00 AM,-72.83333,24.5,"(-72.833330, 24.500000)",0.04642,1.04642,1986,Bredasdorp,Western Cape,South Africa
2633,Asuka 87007,2364,Valid,L4,1.76,Found,01/01/1987 12:00:00 AM,-72.0,26.0,"(-72.000000, 26.000000)",0.00176,1.00176,1987,Bredasdorp,Western Cape,South Africa
2634,Asuka 880036,2745,Valid,L6,14.34,Found,01/01/1988 12:00:00 AM,-72.0,26.0,"(-72.000000, 26.000000)",0.01434,1.01434,1988,Bredasdorp,Western Cape,South Africa
2636,Asuka 9001,4834,Valid,H6,390.48,Found,01/01/1990 12:00:00 AM,-72.0,26.0,"(-72.000000, 26.000000)",0.39048,1.39048,1990,Bredasdorp,Western Cape,South Africa
2637,Aswan,4882,Valid,"Iron, IAB-ung",12000.0,Found,01/01/1955 12:00:00 AM,23.98611,32.62361,"(23.986110, 32.623610)",12.0,13.0,1955,Aswan,Aswan,Egypt
2638,Atlanta,4886,Valid,EL6,5500.0,Found,01/01/1938 12:00:00 AM,31.8,-92.75,"(31.800000, -92.750000)",5.5,6.5,1938,Winnfield,Louisiana,United States
2639,Attica,4890,Valid,H4,5622.0,Found,01/01/1996 12:00:00 AM,37.25,-98.13333,"(37.250000, -98.133330)",5.622,6.622,1996,Harper,Kansas,United States
2640,Atwood,4891,Valid,L6,2100.0,Found,01/01/1963 12:00:00 AM,40.51667,-103.26666999999999,"(40.516670, -103.266670)",2.1,3.1,1963,Sterling,Colorado,United States
2641,Atwood (b),4892,Valid,OC,77.0,Found,01/01/1964 12:00:00 AM,40.51667,-103.26666999999999,"(40.516670, -103.266670)",0.077,1.077,1964,Sterling,Colorado,United States
2642,Aubrey Hills,56393,Valid,H6,560.8,Found,01/01/2010 12:00:00 AM,34.38063,-114.16705,"(34.380630, -114.167050)",0.5608,1.5608,2010,Lake Havasu City,Arizona,United States
2643,Auburn,4894,Valid,"Iron, IIG",3630.0,Found,01/01/1867 12:00:00 AM,32.63333,-85.5,"(32.633330, -85.500000)",3.63,4.63,1867,Auburn,Alabama,United States
2644,Augusta County,4897,Valid,"Iron, IIIAB",76000.0,Found,01/01/1858 12:00:00 AM,38.16667,-79.08333,"(38.166670, -79.083330)",76.0,77.0,1858,Staunton,Virginia,United States
2645,Augustinovka,4898,Valid,"Iron, IIIAB",400000.0,Found,01/01/1890 12:00:00 AM,48.06667,35.08333,"(48.066670, 35.083330)",400.0,401.0,1890,Solone,Dnipropetrovsk,Ukraine
2646,Aurora,4901,Valid,H4,1000.0,Found,01/01/1938 12:00:00 AM,36.33333,-105.05,"(36.333330, -105.050000)",1.0,2.0,1938,Cimarron,New Mexico,United States
2647,Avoca (Western Australia),4909,Valid,"Iron, IIIAB",37850.0,Found,01/01/1966 12:00:00 AM,-30.85,122.31667,"(-30.850000, 122.316670)",37.85,38.85,1966,Stoneville,Western Australia,Australia
2648,Axtell,4911,Valid,CV3,6200.0,Found,01/01/1943 12:00:00 AM,31.66,-96.97166999999999,"(31.660000, -96.971670)",6.2,7.2,1943,Northcrest,Texas,United States
2649,Aybut 001,4912,Valid,H6,442.26,Found,01/01/2002 12:00:00 AM,17.757929999999998,53.99032,"(17.757930, 53.990320)",0.44226,1.44226,2002,Salalah,Zufar,Oman
2650,Baandee,4914,Valid,H6,256.3,Found,01/01/1967 12:00:00 AM,-31.616670000000003,118.03333,"(-31.616670, 118.033330)",0.25630000000000003,1.2563,1967,Merredin,Western Australia,Australia
2651,Babb's Mill (Blake's Iron),4915,Valid,"Iron, ungrouped",136000.0,Found,01/01/1876 12:00:00 AM,36.3,-82.88333,"(36.300000, -82.883330)",136.0,137.0,1876,Mosheim,Tennessee,United States
2652,Babb's Mill (Troost's Iron),4916,Valid,"Iron, ungrouped",6400.0,Found,01/01/1842 12:00:00 AM,36.3,-82.88333,"(36.300000, -82.883330)",6.4,7.4,1842,Mosheim,Tennessee,United States
2653,Bacqueville,4918,Valid,H6,395.0,Found,01/01/1999 12:00:00 AM,49.32222,1.36556,"(49.322220, 1.365560)",0.395,1.395,1999,Fleury-sur-Andelle,Haute-Normandie,France
2654,Bacubirito,4919,Valid,"Iron, ungrouped",22000000.0,Found,01/01/1863 12:00:00 AM,26.2,-107.83333,"(26.200000, -107.833330)",22000.0,22001.0,1863,Bacubirito,Sinaloa,Mexico
2655,Bagdad,4920,Valid,"Iron, IIIAB",2200.0,Found,01/01/1959 12:00:00 AM,34.613316999999995,-113.398967,"(34.613317, -113.398967)",2.2,3.2,1959,Bagdad,Arizona,United States
2656,Bagnone,4921,Valid,"Iron, IIIAB",48000.0,Found,01/01/1904 12:00:00 AM,44.31667,9.98333,"(44.316670, 9.983330)",48.0,49.0,1904,Bagnone,Tuscany,Italy
2657,Bakhardok,4923,Valid,L6,4120.0,Found,01/01/1978 12:00:00 AM,38.6,58.0,"(38.600000, 58.000000)",4.12,5.12,1978,Abadan,Ahal,Turkmenistan
2658,Bald Eagle,4924,Valid,"Iron, IIIAB",3200.0,Found,01/01/1891 12:00:00 AM,41.28333,-77.05,"(41.283330, -77.050000)",3.2,4.2,1891,Garden View,Pennsylvania,United States
2659,Balfour Downs,4927,Valid,"Iron, IAB-sLL",2400.0,Found,01/01/1962 12:00:00 AM,-22.75,120.83333,"(-22.750000, 120.833330)",2.4,3.4,1962,Newman,Western Australia,Australia
2660,Ballarat,4929,Valid,"Iron, IAB complex",15.0,Found,01/01/1867 12:00:00 AM,-37.57083,143.82533,"(-37.570830, 143.825330)",0.015,1.015,1867,Newington,Victoria,Australia
2661,Ballinger,4930,Valid,"Iron, IAB-MG",1250.0,Found,01/01/1927 12:00:00 AM,31.76667,-99.98333000000001,"(31.766670, -99.983330)",1.25,2.25,1927,Ballinger,Texas,United States
2662,Ballinoo,4931,Valid,"Iron, IIC",42200.0,Found,01/01/1892 12:00:00 AM,-27.7,115.76666999999999,"(-27.700000, 115.766670)",42.2,43.2,1892,Melville,Western Australia,Australia
2663,Balsas,4932,Valid,"Iron, IIIAB",41000.0,Found,01/01/1974 12:00:00 AM,-7.5313300000000005,-46.04117,"(-7.531330, -46.041170)",41.0,42.0,1974,Balsas,Maranhao,Brazil
2664,Ban Cho Lae,48651,Valid,H5,3354.0,Found,01/01/1975 12:00:00 AM,19.08833,99.01389,"(19.088330, 99.013890)",3.354,4.354,1975,Mae Taeng,Chiang Mai,Thailand
2665,Baquedano,4939,Valid,"Iron, IIIAB",22000.0,Found,01/01/1932 12:00:00 AM,-23.3,-69.88333,"(-23.300000, -69.883330)",22.0,23.0,1932,Antofagasta,Antofagasta,Chile
2666,Barbacena,4940,Valid,"Iron, ungrouped",9026.0,Found,01/01/1918 12:00:00 AM,-21.21667,-43.93333,"(-21.216670, -43.933330)",9.026,10.026,1918,Barroso,Minas Gerais,Brazil
2667,Barbianello,4941,Valid,"Iron, ungrouped",860.0,Found,01/01/1960 12:00:00 AM,45.05778,9.19556,"(45.057780, 9.195560)",0.86,1.8599999999999999,1960,Barbianello,Lombardy,Italy
2668,Barcis,4945,Valid,"Pallasite, PMG",87.0,Found,01/01/1950 12:00:00 AM,46.1,12.35,"(46.100000, 12.350000)",0.087,1.087,1950,Farra d'Alpago,Veneto,Italy
